@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 22\nSize of the tree: 43\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,305,40,0,88.405797,11.594203,0,0.748547,0.058885,0.240428,25.748043,71.260287,413.465974,418.462856,-4.996881,1.198452,1.212936,-0.014484,299.910293,0.869305,72.535665,0.946281,229,0.097087,10,0.902913,93,0.053719,13,0.958159,0.946281,0.952183,0.842328,0.924597,0.944369,0.884058,0.085893,0.914107,0.115942,0.8872,0.884058,0.88546,0.790859,0.899083,0.837716,0.770333,0.884058,0.002,0.043,0,0.046875,0,46.875,120688,118995,30765,88.405797,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,295,51,0,85.260116,14.739884,0,0.68555,0.074569,0.271087,32.52846,80.093057,418.068304,533.194488,-115.126184,1.20829,1.541025,-0.332735,267.320298,0.772602,63.941776,0.921488,223,0.105769,11,0.894231,93,0.078512,19,0.952991,0.921488,0.936975,0.79937,0.907859,0.933083,0.852601,0.099264,0.900736,0.147399,0.857483,0.852601,0.854007,0.736431,0.876668,0.801885,0.687662,0.852601,0.002,0.041,0.015625,0.03125,15.625,31.25,120603,118910,30850,85.260116,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,310,36,0,89.595376,10.404624,0,0.779473,0.052955,0.22776,23.100119,67.291926,418.068304,376.690707,41.377597,1.20829,1.088701,0.119588,315.785801,0.912676,75.534499,0.958678,232,0.038462,4,0.961538,100,0.041322,10,0.983051,0.958678,0.970711,0.90607,0.960108,0.971331,0.895954,0.042033,0.957967,0.104046,0.905549,0.895954,0.899228,0.838742,0.92696,0.857002,0.76259,0.895954,0.001,0.042,0,0.03125,0,31.25,120603,118910,30850,89.595376,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,304,42,0,87.861272,12.138728,0,0.740147,0.061601,0.246008,26.871455,72.68343,418.068304,439.292219,-21.223915,1.20829,1.269631,-0.061341,293.821316,0.849195,70.280696,0.929752,225,0.086538,9,0.913462,95,0.070248,17,0.961538,0.929752,0.945378,0.826314,0.921607,0.943125,0.878613,0.083586,0.916414,0.121387,0.885311,0.878613,0.880553,0.77954,0.897513,0.83334,0.76604,0.878613,0.002,0.041,0,0.046875,0,46.875,120603,118910,30850,87.861272,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,293,52,0,84.927536,15.072464,0,0.68072,0.076226,0.274129,33.301835,81.155285,415.901949,543.678394,-127.776445,1.205513,1.575879,-0.370367,260.820168,0.756,62.711937,0.917355,222,0.07767,8,0.92233,95,0.082645,20,0.965217,0.917355,0.940678,0.815136,0.919843,0.943418,0.849275,0.082818,0.917182,0.150725,0.858239,0.849275,0.852019,0.741799,0.883229,0.804954,0.672041,0.849275,0.001,0.042,0,0.046875,0,46.875,120688,118995,30765,84.927536,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,306,39,0,88.695652,11.304348,0,0.757231,0.05744,0.237403,25.116164,70.363919,413.465974,408.028227,5.437747,1.198452,1.182691,0.015762,294.280325,0.852986,71.174013,0.938017,227,0.058252,6,0.941748,97,0.061983,15,0.974249,0.938017,0.955789,0.859816,0.939882,0.95734,0.886957,0.063308,0.936692,0.113043,0.894134,0.886957,0.88726,0.804295,0.911824,0.842729,0.734136,0.886957,0.001,0.041,0.015625,0.03125,15.625,31.25,120688,118995,30765,88.695652,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,301,45,0,86.99422,13.00578,0,0.718267,0.065923,0.254642,28.757124,75.234433,418.068304,470.592976,-52.524672,1.20829,1.360095,-0.151805,283.720458,0.820001,67.864618,0.933884,226,0.115385,12,0.884615,92,0.066116,16,0.94958,0.933884,0.941667,0.809921,0.90925,0.93304,0.869942,0.103038,0.896962,0.130058,0.872556,0.869942,0.870433,0.759314,0.883452,0.816164,0.737515,0.869942,0.001,0.041,0,0.03125,0,31.25,120603,118910,30850,86.99422,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,301,45,0,86.99422,13.00578,0,0.720647,0.065923,0.254642,28.757124,75.234433,418.068304,470.592976,-52.524672,1.20829,1.360095,-0.151805,291.931619,0.843733,69.82869,0.942149,228,0.105769,11,0.894231,93,0.057851,14,0.953975,0.942149,0.948025,0.82973,0.91819,0.939249,0.869942,0.092872,0.907128,0.130058,0.873858,0.869942,0.871071,0.769104,0.888535,0.817914,0.745095,0.869942,0.001,0.039,0,0.03125,0,31.25,120603,118910,30850,86.99422,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,301,45,0,86.99422,13.00578,0,0.727592,0.065923,0.254642,28.757124,75.234433,418.068304,470.592976,-52.524672,1.20829,1.360095,-0.151805,300.819702,0.869421,71.954678,0.909091,220,0.096154,10,0.903846,94,0.090909,22,0.956522,0.909091,0.932203,0.789566,0.906469,0.933149,0.869942,0.089823,0.910177,0.130058,0.87838,0.869942,0.872813,0.754028,0.89006,0.829097,0.802256,0.869942,0.001,0.041,0,0.046875,0,46.875,120603,118910,30850,86.99422,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,306,39,0,88.695652,11.304348,0,0.753517,0.05744,0.237403,25.116164,70.363919,413.465974,408.028227,5.437747,1.198452,1.182691,0.015762,295.085896,0.855321,71.368846,0.958678,232,0.07767,8,0.92233,95,0.041322,10,0.966667,0.958678,0.962656,0.876205,0.940504,0.955707,0.886957,0.072386,0.927614,0.113043,0.888128,0.886957,0.887481,0.809408,0.907285,0.839399,0.727618,0.886957,0.001,0.04,0,0.046875,0,46.875,120688,118995,30765,88.695652,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,285,60,0,82.608696,17.391304,0,0.639071,0.087787,0.294461,38.352506,87.17464,415.901949,627.15542,-211.253471,1.205513,1.817842,-0.612329,253.464998,0.734681,60.94345,0.88843,215,0.106796,11,0.893204,92,0.11157,27,0.951327,0.88843,0.918803,0.752492,0.890817,0.923448,0.826087,0.105236,0.894764,0.173913,0.842617,0.826087,0.83247,0.690287,0.860425,0.784529,0.703775,0.826087,0.001,0.04,0,0.046875,0,46.875,120688,118995,30765,82.608696,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,305,41,0,88.150289,11.849711,0,0.746859,0.06016,0.243062,26.242899,71.812961,418.068304,428.858634,-10.79033,1.20829,1.239476,-0.031186,297.52506,0.859899,71.166615,0.946281,229,0.067308,7,0.932692,97,0.053719,13,0.970339,0.946281,0.958159,0.865461,0.939487,0.955786,0.881503,0.066703,0.933297,0.118497,0.885541,0.881503,0.88302,0.800109,0.9074,0.836737,0.738293,0.881503,0.001,0.041,0,0.046875,0,46.875,120603,118910,30850,88.150289,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,300,46,0,86.705202,13.294798,0,0.715155,0.067364,0.257456,29.38568,76.065758,418.068304,481.026561,-62.958257,1.20829,1.39025,-0.18196,287.813586,0.831831,68.843675,0.933884,226,0.105769,11,0.894231,93,0.066116,16,0.953586,0.933884,0.943633,0.817387,0.914058,0.936782,0.867052,0.095119,0.904881,0.132948,0.871106,0.867052,0.86845,0.760245,0.885967,0.815743,0.743672,0.867052,0.001,0.042,0,0.046875,0,46.875,120603,118910,30850,86.705202,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,294,52,0,84.971098,15.028902,0,0.685619,0.07601,0.273732,33.157016,80.874455,418.068304,543.628074,-125.55977,1.20829,1.571179,-0.36289,265.282443,0.766712,63.454331,0.913223,221,0.067308,7,0.932692,97,0.086777,21,0.969298,0.913223,0.940426,0.818169,0.922958,0.945879,0.849711,0.075107,0.924893,0.150289,0.864718,0.849711,0.855572,0.747892,0.887302,0.809199,0.688759,0.849711,0.001,0.041,0,0.046875,0,46.875,120603,118910,30850,84.971098,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,301,44,0,87.246377,12.753623,0,0.729281,0.064666,0.252162,28.27556,74.738327,413.465974,460.201368,-46.735394,1.198452,1.333917,-0.135465,286.654987,0.830884,69.329765,0.92562,224,0.067961,7,0.932039,96,0.07438,18,0.969697,0.92562,0.947146,0.834415,0.928829,0.949745,0.872464,0.071292,0.928708,0.127536,0.881846,0.872464,0.876023,0.777844,0.900586,0.82923,0.740428,0.872464,0.001,0.04,0,0.046875,0,46.875,120688,118995,30765,87.246377,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,306,39,0,88.695652,11.304348,0,0.752018,0.05744,0.237403,25.094495,70.282782,415.901949,408.028227,7.873722,1.205513,1.182691,0.022822,297.313515,0.861778,71.486444,0.958678,232,0.097087,10,0.902913,93,0.041322,10,0.958678,0.958678,0.958678,0.86159,0.930795,0.948048,0.886957,0.085556,0.914444,0.113043,0.886372,0.886957,0.886628,0.801414,0.9007,0.833816,0.747881,0.886957,0,0.052,0,0.046875,0,46.875,120688,118995,30765,88.695652,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,297,49,0,85.83815,14.16185,0,0.695663,0.071687,0.265719,31.271348,78.506933,418.068304,512.327318,-94.259013,1.20829,1.480715,-0.272425,277.996056,0.803457,66.495368,0.933884,226,0.115385,12,0.884615,92,0.066116,16,0.94958,0.933884,0.941667,0.809921,0.90925,0.93304,0.858382,0.102811,0.897189,0.141618,0.862441,0.858382,0.860225,0.746602,0.877785,0.805341,0.724903,0.858382,0.002,0.041,0,0.03125,0,31.25,120603,118910,30850,85.83815,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,301,45,0,86.99422,13.00578,0,0.721153,0.065923,0.254642,28.757124,75.234433,418.068304,470.592976,-52.524672,1.20829,1.360095,-0.151805,284.895874,0.823398,68.145772,0.950413,230,0.076923,8,0.923077,96,0.049587,12,0.966387,0.950413,0.958333,0.864335,0.936745,0.953149,0.869942,0.073776,0.926224,0.130058,0.874531,0.869942,0.871665,0.786142,0.898083,0.820998,0.702836,0.869942,0.001,0.04,0,0.046875,0,46.875,120603,118910,30850,86.99422,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,295,51,0,85.260116,14.739884,0,0.692696,0.074569,0.271087,32.52846,80.093057,418.068304,533.194488,-115.126184,1.20829,1.541025,-0.332735,277.079062,0.800807,66.276027,0.904959,219,0.086538,9,0.913462,95,0.095041,23,0.960526,0.904959,0.931915,0.791575,0.90921,0.935711,0.852601,0.086763,0.913237,0.147399,0.865426,0.852601,0.857611,0.737862,0.882919,0.810063,0.735331,0.852601,0.001,0.041,0,0.046875,0,46.875,120603,118910,30850,85.260116,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,298,47,0,86.376812,13.623188,0,0.705428,0.069001,0.260617,30.171197,77.244155,413.465974,491.505253,-78.039279,1.198452,1.424653,-0.226201,278.513337,0.807285,67.360643,0.938017,227,0.106796,11,0.893204,92,0.061983,15,0.953782,0.938017,0.945833,0.82236,0.91561,0.938141,0.863768,0.096261,0.903739,0.136232,0.865843,0.863768,0.864183,0.757093,0.883754,0.812873,0.710652,0.863768,0,0.041,0,0.03125,0,31.25,120688,118995,30765,86.376812,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,308,37,0,89.275362,10.724638,0,0.767228,0.05455,0.231236,23.831827,68.456994,415.901949,387.158971,28.742978,1.205513,1.1222,0.083313,306.684895,0.888942,73.739711,0.958678,232,0.07767,8,0.92233,95,0.041322,10,0.966667,0.958678,0.962656,0.876205,0.940504,0.955707,0.892754,0.070534,0.929466,0.107246,0.895229,0.892754,0.893825,0.817015,0.91111,0.844371,0.764591,0.892754,0.001,0.04,0,0.03125,0,31.25,120688,118995,30765,89.275362,25,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,1,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,304,42,0,87.861272,12.138728,0,0.73406,0.083177,0.195695,36.283428,57.818449,418.068304,121.404316,296.663988,1.20829,0.35088,0.85741,296.954997,0.858251,71.030258,0.946281,229,0.067308,7,0.932692,97,0.053719,13,0.970339,0.946281,0.958159,0.865461,0.986848,0.993508,0.878613,0.074603,0.925397,0.121387,0.894731,0.878613,0.867663,0.793881,0.979223,0.923765,0.60004,0.878613,0.001,0.102,0,0.109375,0,109.375,120675,118910,30850,100,39.089595,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,1,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,317,29,0,91.618497,8.381503,0,0.81531,0.079421,0.18232,34.644926,53.866787,418.068304,110.098471,307.969834,1.20829,0.318204,0.890086,303.960446,0.878498,72.705929,0.966942,234,0.067308,7,0.932692,97,0.033058,8,0.970954,0.966942,0.968944,0.897196,0.993881,0.996548,0.916185,0.063848,0.936152,0.083815,0.923413,0.916185,0.910748,0.852657,0.988357,0.949367,0.761178,0.916185,0.001,0.101,0,0.109375,0,109.375,120675,118910,30850,100,38.872832,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,1,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,309,37,0,89.306358,10.693642,0,0.774128,0.089678,0.200368,39.119296,59.198883,418.068304,126.152955,291.915349,1.20829,0.364604,0.843686,286.666161,0.828515,68.569216,0.921488,223,0.028846,3,0.971154,101,0.078512,19,0.986726,0.921488,0.952991,0.859917,0.991716,0.995258,0.893064,0.047589,0.952411,0.106936,0.918302,0.893064,0.887271,0.815133,0.982581,0.934852,0.720201,0.893064,0.001,0.068,0,0.078125,0,78.125,120675,118910,30850,100,39.66763,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,1,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,319,26,0,92.463768,7.536232,0,0.829917,0.065887,0.161482,28.809373,47.861622,413.465974,88.419799,325.046176,1.198452,0.256289,0.942163,323.420779,0.937452,78.221861,0.983471,238,0.067961,7,0.932039,96,0.016529,4,0.971429,0.983471,0.977413,0.923435,0.997192,0.998436,0.924638,0.063494,0.936506,0.075362,0.932312,0.924638,0.916677,0.872956,0.99361,0.971022,0.739423,0.924638,0.001,0.057,0,0.0625,0,62.5,120760,118995,30765,100,37.898551,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,1,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,310,35,0,89.855072,10.144928,0,0.777951,0.081679,0.18744,35.683964,55.491237,415.901949,112.186152,303.715797,1.205513,0.325177,0.880336,299.544313,0.868244,72.02282,0.946281,229,0.067961,7,0.932039,96,0.053719,13,0.970339,0.946281,0.958159,0.864589,0.991736,0.995388,0.898551,0.070601,0.929399,0.101449,0.915605,0.898551,0.895557,0.821033,0.986287,0.949221,0.745541,0.898551,0.001,0.056,0,0.0625,0,62.5,120760,118995,30765,100,38.695652,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,311,35,0,89.884393,10.115607,0,0.779926,0.08101,0.184878,35.338139,54.622493,418.068304,111.960521,306.107783,1.20829,0.323585,0.884705,301.845228,0.872385,72.199979,0.950413,230,0.057692,6,0.942308,98,0.049587,12,0.974576,0.950413,0.962343,0.878998,0.991815,0.995333,0.898844,0.062914,0.937086,0.101156,0.912796,0.898844,0.893064,0.825678,0.987152,0.955899,0.715743,0.898844,0.001,0.057,0,0.046875,0,46.875,120675,118910,30850,100,39.956647,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,308,38,0,89.017341,10.982659,0,0.762328,0.077832,0.18307,33.951714,54.088298,418.068304,108.392994,309.67531,1.20829,0.313275,0.895015,307.221191,0.887923,73.485885,0.942149,228,0.067308,7,0.932692,97,0.057851,14,0.970213,0.942149,0.955975,0.859326,0.991477,0.995465,0.890173,0.070579,0.929421,0.109827,0.904904,0.890173,0.885189,0.80691,0.985831,0.950475,0.714304,0.890173,0,0.058,0,0.03125,0,31.25,120675,118910,30850,100,38.656069,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,316,30,0,91.32948,8.67052,0,0.808041,0.079276,0.184642,34.581907,54.552807,418.068304,110.073738,307.994566,1.20829,0.318132,0.890158,304.499829,0.880057,72.834947,0.966942,234,0.067308,7,0.932692,97,0.033058,8,0.970954,0.966942,0.968944,0.897196,0.99255,0.995941,0.913295,0.066104,0.933896,0.086705,0.924647,0.913295,0.905994,0.848989,0.985951,0.942835,0.740899,0.913295,0.001,0.058,0,0.0625,0,62.5,120675,118910,30850,100,38.728324,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,314,31,0,91.014493,8.985507,0,0.801555,0.078636,0.182901,34.384378,54.209912,413.465974,107.527416,305.938558,1.198452,0.311674,0.886778,303.042923,0.878385,73.293316,0.958678,232,0.058252,6,0.941748,97,0.041322,10,0.97479,0.958678,0.966667,0.890827,0.99338,0.996488,0.910145,0.061681,0.938319,0.089855,0.924194,0.910145,0.904103,0.843913,0.987419,0.94708,0.731095,0.910145,0.001,0.058,0,0.0625,0,62.5,120760,118995,30765,100,38.26087,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,320,25,0,92.753623,7.246377,0,0.842604,0.080665,0.185302,35.24088,54.858277,415.901949,111.933277,303.968672,1.205513,0.324444,0.881069,301.747703,0.874631,72.552606,0.958678,232,0.029126,3,0.970874,100,0.041322,10,0.987234,0.958678,0.972746,0.912787,0.991856,0.995775,0.927536,0.037741,0.962259,0.072464,0.938406,0.927536,0.924281,0.87645,0.986425,0.944959,0.797805,0.927536,0.001,0.057,0,0.0625,0,62.5,120760,118995,30765,100,39.42029,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,311,35,0,89.884393,10.115607,0,0.780731,0.080865,0.187014,35.275119,55.253525,418.068304,111.845347,306.222958,1.20829,0.323252,0.885037,302.481987,0.874225,72.352289,0.950413,230,0.038462,4,0.961538,100,0.049587,12,0.982906,0.950413,0.966387,0.893674,0.993941,0.996586,0.898844,0.051118,0.948882,0.101156,0.915157,0.898844,0.89264,0.833663,0.987515,0.944744,0.689488,0.898844,0.001,0.056,0,0.046875,0,46.875,120675,118910,30850,100,38.656069,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,310,36,0,89.595376,10.404624,0,0.771847,0.086933,0.194848,37.92193,57.567974,418.068304,121.294563,296.773741,1.20829,0.350562,0.857728,292.16239,0.8444,69.883889,0.950413,230,0.086538,9,0.913462,95,0.049587,12,0.962343,0.950413,0.956341,0.857007,0.987703,0.993434,0.895954,0.081444,0.918556,0.104046,0.899657,0.895954,0.890138,0.809208,0.980998,0.939329,0.728977,0.895954,0.001,0.058,0,0.046875,0,46.875,120675,118910,30850,100,39.523121,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,315,31,0,91.040462,8.959538,0,0.803898,0.073064,0.175741,31.872077,51.922778,418.068304,101.269545,316.798759,1.20829,0.292687,0.915603,314.164938,0.907991,75.146797,0.958678,232,0.057692,6,0.942308,98,0.041322,10,0.97479,0.958678,0.966667,0.891542,0.994179,0.996791,0.910405,0.060319,0.939681,0.089595,0.921791,0.910405,0.905695,0.844886,0.988412,0.952665,0.753108,0.910405,0.001,0.057,0,0.0625,0,62.5,120675,118910,30850,100,38.367052,?,?,?,?
